celltype
B cell
blood vessel endothelial cell
"CD4-positive, alpha-beta T cell"
"CD8-positive, alpha-beta T cell"
fibroblast
macrophage
myeloid dendritic cell
neural cell
pancreatic acinar cell
pancreatic ductal cell
pancreatic epsilon cell
pancreatic stellate cell
plasma cell
type B pancreatic cell
