names	scores	logfoldchanges	pvals	pvals_adj	cluster
SERPINB1	23.755266	1.9906454	2.8896762010755576e-92	1.3034103068144559e-90	cDC1_CLEC9A
MZT2B	23.714453	2.5963964	1.0960256073261177e-91	4.910836012399762e-90	cDC1_CLEC9A
C1orf21	23.639204	6.0540357	1.997816971452349e-90	8.810791235093646e-89	cDC1_CLEC9A
CALCRL	23.553722	5.4306097	5.585338457716774e-90	2.4536166100952933e-88	cDC1_CLEC9A
CSRP1	23.463634	3.5354166	9.21654440294904e-90	4.043518842616731e-88	cDC1_CLEC9A
ACTR3	23.238546	1.8911433	1.9708899951413475e-89	8.613121594849878e-88	cDC1_CLEC9A
DBN1	23.211668	7.470789	5.396343873675406e-88	2.3280974453216277e-86	cDC1_CLEC9A
BID	23.137291	2.580011	2.1547872850874025e-88	9.33205691307647e-87	cDC1_CLEC9A
RNH1	23.011057	1.8447962	3.67712979197955e-88	1.590464842245943e-86	cDC1_CLEC9A
PTRHD1	23.000189	2.993523	2.439501775844245e-87	1.0444291338665309e-85	cDC1_CLEC9A
FKBP1B	22.455935	5.60368	8.42941895875681e-84	3.502106564689913e-82	cDC1_CLEC9A
KCNK6	22.42228	4.027107	9.528723702834552e-84	3.953950941420042e-82	cDC1_CLEC9A
XCR1	22.36491	11.386093	3.049191430145071e-83	1.259061961364069e-81	cDC1_CLEC9A
CALR	22.263054	1.836769	7.287496956860068e-84	3.0351659142700017e-82	cDC1_CLEC9A
PSMB9	22.254526	2.126981	1.3823327953594681e-83	5.721906782167312e-82	cDC1_CLEC9A
CDK2AP2	22.24204	2.9072702	4.530798661351009e-83	1.8662680940777615e-81	cDC1_CLEC9A
EIF6	22.180096	2.6633844	8.295270826050803e-83	3.4002537130529896e-81	cDC1_CLEC9A
IFT20	22.170687	3.4576764	1.9206064951168566e-82	7.84398972684453e-81	cDC1_CLEC9A
STK4	21.989708	2.7076006	9.96537123197117e-82	4.030890975870788e-80	cDC1_CLEC9A
EGLN3	21.944275	5.704408	6.019956328392066e-81	2.406125842572269e-79	cDC1_CLEC9A
TPM3	21.839493	1.075801	5.18149872471522e-82	2.1034387714524653e-80	cDC1_CLEC9A
ASB2	21.687431	5.9699993	1.6731558414441128e-79	6.59360385048163e-78	cDC1_CLEC9A
SUB1	21.633018	1.484081	2.9121184600177246e-80	1.1557234321771167e-78	cDC1_CLEC9A
CTSZ	21.597244	1.9428434	6.428393935873995e-80	2.542233629992235e-78	cDC1_CLEC9A
HLA-DQA2	21.487093	3.1353514	9.208209274118992e-79	3.578562898294871e-77	cDC1_CLEC9A
VOPP1	21.410292	2.9999335	2.640761200609584e-78	1.0180527218917544e-76	cDC1_CLEC9A
HLA-DMB	21.247076	2.0964186	6.224391583117936e-78	2.3913871151833037e-76	cDC1_CLEC9A
