names	scores	logfoldchanges	pvals	pvals_adj	cluster
AKAP6	-13.289403	-23.894146	3.0838567396780472e-40	2.6939971217711207e-39	Mono_CD14
C21orf91	-13.2897415	-0.8265721	3.921416932283415e-40	3.418582719698768e-39	Mono_CD14
KLF10	-13.290052	-0.586481	4.209634139193751e-40	3.668893240713767e-39	Mono_CD14
RHEBL1	-13.293756	-1.5993066	3.3576739785601684e-40	2.93015972633013e-39	Mono_CD14
POLR2H	-13.296906	-0.66387916	3.699320475862758e-40	3.2266348463297895e-39	Mono_CD14
HESX1	-13.297078	-2.1673164	3.016012698062148e-40	2.635413170345073e-39	Mono_CD14
ARID5A	-13.302801	-0.5874969	3.545549414904878e-40	3.093312842718927e-39	Mono_CD14
CDH13	-13.304526	-3.19471	2.5163052483501587e-40	2.2033365134592062e-39	Mono_CD14
SH2D2A	-13.3058815	-1.3137908	2.9542596280345126e-40	2.582792524831211e-39	Mono_CD14
MPDU1	-13.306328	-0.6036934	3.323660446663239e-40	2.9012283702039167e-39	Mono_CD14
RRP1B	-13.306352	-0.7661861	3.1924571642239294e-40	2.7881454559709974e-39	Mono_CD14
C1orf56	-13.30664	-1.4498545	2.876060322463595e-40	2.5157314772868218e-39	Mono_CD14
BBS2	-13.311434	-0.95931476	2.9023805810730653e-40	2.538095284159768e-39	Mono_CD14
ZFP82	-13.311616	-2.090284	2.496198583791643e-40	2.1862988064017578e-39	Mono_CD14
AIM2	-13.313836	-0.96866685	2.8152736474003994e-40	2.4638397474158196e-39	Mono_CD14
GFPT1	-13.315956	-0.7536355	2.825064638884418e-40	2.471766500715959e-39	Mono_CD14
SLIT3	-13.318014	-5.3836784	2.060037744784595e-40	1.8085177637512284e-39	Mono_CD14
FZD8	-13.320267	-3.684972	2.0033742892276842e-40	1.7592309956017095e-39	Mono_CD14
SHMT2	-13.322444	-0.6104343	2.6734339873387944e-40	2.3403139716651943e-39	Mono_CD14
MKL2	-13.323699	-1.3760614	2.3234382075598085e-40	2.036044914577898e-39	Mono_CD14
FASTKD2	-13.327925	-0.82131314	2.384937816013949e-40	2.0893940398537183e-39	Mono_CD14
VIPR2	-13.327944	-4.984287	1.7979247158130395e-40	1.5796421218932086e-39	Mono_CD14
ANAPC10	-13.329162	-0.9007845	2.3115811690515806e-40	2.0261814752867836e-39	Mono_CD14
SC5D	-13.33147	-0.78752327	2.282776835138464e-40	2.0014541421586106e-39	Mono_CD14
TIMM21	-13.331808	-0.99513113	2.201019927456416e-40	1.9302749983268218e-39	Mono_CD14
ZNF736	-13.334093	-1.0018905	2.131768930785595e-40	1.8700292203564133e-39	Mono_CD14
SSRP1	-13.341567	-0.62442756	2.068867549007312e-40	1.8153235207357387e-39	Mono_CD14
PRDX3	-13.344926	-0.56448215	2.063187926092036e-40	1.810811512939439e-39	Mono_CD14
TPTEP1	-13.347159	-0.99567354	1.7986539824675648e-40	1.5798708885626205e-39	Mono_CD14
ARFIP1	-13.3521805	-0.6769662	1.7750128009394777e-40	1.559918657142795e-39	Mono_CD14
CAND1	-13.356586	-0.66070294	1.6791946087185126e-40	1.476481814878955e-39	Mono_CD14
RAPGEF6	-13.358838	-0.74978083	1.5981486102489456e-40	1.4055865119741054e-39	Mono_CD14
CNP	-13.360186	-0.7238115	1.5791528412958208e-40	1.3892421888935087e-39	Mono_CD14
PUM3	-13.361604	-0.71357894	1.5523393430966686e-40	1.366009971958714e-39	Mono_CD14
PELP1	-13.362658	-0.8539168	1.4933949078983293e-40	1.3144840132373643e-39	Mono_CD14
CHMP3	-13.369175	-0.5835983	1.459137004011056e-40	1.284665853492253e-39	Mono_CD14
TIMD4	-13.370247	-3.5375586	1.0290508972784913e-40	9.088555945714674e-40	Mono_CD14
SLC5A3	-13.370464	-0.708113	1.377313013983524e-40	1.2129426213580987e-39	Mono_CD14
FANCG	-13.37114	-1.5851823	1.1958537183675808e-40	1.0550692638564353e-39	Mono_CD14
WNT5A	-13.37146	-1.4307402	1.218370975799432e-40	1.0743729824283188e-39	Mono_CD14
MAGOHB	-13.373862	-0.77574724	1.3034508288540912e-40	1.1484956126414682e-39	Mono_CD14
CNBP	-13.378777	-0.5163503	1.3506392832601626e-40	1.18976313752073e-39	Mono_CD14
HS3ST3B1	-13.379789	-0.83061975	1.1975700596878182e-40	1.0563069526471557e-39	Mono_CD14
