names	scores	logfoldchanges	pvals	pvals_adj	cluster
CD99	33.166927	2.0379422	5.681038697673201e-213	8.507418572417814e-211	Macro_LYVE1
HSPA1B	33.12249	3.0262074	1.4131217476421721e-211	2.1068019542059888e-209	Macro_LYVE1
CCL4	32.46317	3.345304	3.0902536661647808e-204	4.338458626156505e-202	Macro_LYVE1
BLVRB	32.435154	2.1015482	1.830838821725046e-204	2.581099717958314e-202	Macro_LYVE1
HERPUD1	32.392326	1.9363437	1.0349205026010761e-204	1.465151740110952e-202	Macro_LYVE1
CPM	32.342075	2.5775619	2.3971841384201925e-202	3.337633155369007e-200	Macro_LYVE1
RNASE6	32.24661	2.1640425	1.6462717685495713e-202	2.3016382145024588e-200	Macro_LYVE1
C3AR1	32.18163	2.4502504	7.731387170520223e-201	1.0632708543816669e-198	Macro_LYVE1
TPT1	31.941088	0.43072554	4.613158162136761e-199	6.217430044601441e-197	Macro_LYVE1
MAMDC2	30.940065	5.1973095	1.1133434258716741e-185	1.3791541687985362e-183	Macro_LYVE1
DNAJB1	30.764164	2.3592038	3.360755448217674e-186	4.178497936245251e-184	Macro_LYVE1
MFSD1	30.647848	1.8366354	4.1960463065229427e-185	5.122521168550146e-183	Macro_LYVE1
GPR183	30.289082	2.2424395	2.580247792150898e-181	3.072044844831532e-179	Macro_LYVE1
RBPJ	30.23461	2.1885061	5.4390214321243965e-180	6.452900990633783e-178	Macro_LYVE1
NRP2	30.182217	2.679431	1.0842470190705048e-178	1.2773643028168387e-176	Macro_LYVE1
ZFP36L1	29.987183	1.8482256	3.057374367433681e-178	3.589378813111863e-176	Macro_LYVE1
FMN1	29.695509	2.61127	1.4466160367359627e-173	1.6247426913927175e-171	Macro_LYVE1
LTC4S	29.653898	2.4100003	1.2757159202513064e-173	1.4375910440450677e-171	Macro_LYVE1
CCL2	29.568792	3.2554314	4.803735515576253e-172	5.306788998748402e-170	Macro_LYVE1
CREG1	29.548344	2.074251	5.534988729027025e-173	6.154980535836191e-171	Macro_LYVE1
LAMP1	29.267197	2.0191393	4.7403330618436896e-170	5.185739681355886e-168	Macro_LYVE1
HSP90AB1	29.172506	1.1255765	2.2485156495930993e-170	2.4678008565925043e-168	Macro_LYVE1
IGF1	29.026907	3.1883724	2.686101216505044e-166	2.9008171278500305e-164	Macro_LYVE1
STARD13	28.95835	3.2100332	1.4705472182757701e-165	1.5779814640950256e-163	Macro_LYVE1
LMNA	28.79084	2.536694	6.428307057305025e-165	6.811175408453948e-163	Macro_LYVE1
GATM	28.756958	2.7584684	9.480837555766967e-164	9.951630548411594e-162	Macro_LYVE1
EGFL7	28.635656	3.9235253	4.247852569227156e-162	4.3110585682993917e-160	Macro_LYVE1
GYPC	28.361576	2.2044117	2.0266753181574428e-160	2.0445149152693676e-158	Macro_LYVE1
KLF4	27.958199	2.0132115	1.0888876640337827e-156	1.0696495904359847e-154	Macro_LYVE1
CST3	27.807798	0.51645315	8.038056939217916e-157	7.919131301462236e-155	Macro_LYVE1
CD83	27.603529	1.8982196	2.0740786553831108e-153	1.974124469335552e-151	Macro_LYVE1
GFRA2	27.28379	3.7122083	1.0686401704788068e-148	9.679237070998095e-147	Macro_LYVE1
CITED2	27.195648	2.2887263	1.2808142665976263e-148	1.1569907747651587e-146	Macro_LYVE1
ARRDC3	27.095703	2.4302979	2.4520005622704467e-147	2.185653622887313e-145	Macro_LYVE1
CNRIP1	26.97487	2.7903473	5.7639910485290914e-146	5.07080716420729e-144	Macro_LYVE1
FCHO2	26.916302	2.3834245	1.3705864061173324e-145	1.202618186659307e-143	Macro_LYVE1
SRGAP1	26.864899	2.2652793	3.383378258683094e-145	2.9533561411416627e-143	Macro_LYVE1
ZFHX3	26.291698	2.2181828	1.2154862218172632e-139	9.988925062905088e-138	Macro_LYVE1
TSPAN4	26.066149	2.2345815	1.7981197331111163e-137	1.432289510341512e-135	Macro_LYVE1
CEBPD	26.02482	1.5072418	3.6414978737850354e-138	2.9213483180788807e-136	Macro_LYVE1
CD163L1	26.003006	3.984963	2.5006200925949527e-136	1.9594393813928916e-134	Macro_LYVE1
ADAP2	25.990904	2.0472767	5.776385957414445e-137	4.5474193562879045e-135	Macro_LYVE1
CCL3L3	25.953186	2.6475697	1.1825774651640433e-136	9.288057135486544e-135	Macro_LYVE1
FTL	25.902336	0.3834616	2.0118052789810513e-137	1.5912151894363273e-135	Macro_LYVE1
LPAR6	25.872583	2.2278183	1.2050405404903823e-135	9.355446076332475e-134	Macro_LYVE1
HLA-DQB1	25.717867	1.4777597	1.5670160725197518e-135	1.213771024080012e-133	Macro_LYVE1
CH25H	25.688116	3.0133786	1.443305203907298e-133	1.1052437622830114e-131	Macro_LYVE1
RAPH1	25.607365	2.2556045	4.7237617658025655e-133	3.5847393904718835e-131	Macro_LYVE1
SRGAP2	25.470148	1.9436029	4.5404280318317844e-132	3.414847814833485e-130	Macro_LYVE1
STOM	25.261795	2.0104585	5.429593226127469e-130	4.029619254650637e-128	Macro_LYVE1
EMB	25.217173	2.177499	1.9588378435767216e-129	1.4473921557340802e-127	Macro_LYVE1
PID1	25.21691	2.1337333	1.7020025623047963e-129	1.2603796556988529e-127	Macro_LYVE1
CCL4L2	25.17966	2.6397853	2.0833163309658388e-129	1.5360013228788397e-127	Macro_LYVE1
NCF4	25.041115	1.8639194	4.2731341185248836e-128	3.0896777036390006e-126	Macro_LYVE1
DUSP1	25.000095	1.026294	2.401790248357971e-128	1.744093116986497e-126	Macro_LYVE1
CD84	24.984873	2.0301006	2.1472341622580738e-127	1.526348267154505e-125	Macro_LYVE1
ZFP36L2	24.959248	1.5661727	8.734237160480503e-128	6.288277497547651e-126	Macro_LYVE1
EPS8	24.904802	2.3329926	2.037814299137561e-126	1.433447077142818e-124	Macro_LYVE1
CD302	24.860361	1.6109643	1.0923247671470548e-126	7.715889036530999e-125	Macro_LYVE1
EMP1	24.686571	2.7538524	2.7960613540587342e-124	1.9070949648513156e-122	Macro_LYVE1
ITPR2	24.62579	1.9996083	4.568174046626803e-124	3.07840112654087e-122	Macro_LYVE1
SLC9A9	24.609922	2.4341948	1.1870189110981385e-123	7.919884196146669e-122	Macro_LYVE1
IL6ST	24.37618	1.9639506	8.583593153423461e-122	5.593537902503404e-120	Macro_LYVE1
OLFML2B	24.364166	2.3630521	1.9204554205689254e-121	1.2419928011640953e-119	Macro_LYVE1
ZNF812P	24.284578	3.1831746	1.631430442524589e-120	1.0470365205794954e-118	Macro_LYVE1
SIGLEC1	24.211256	2.5969539	5.572185882414343e-120	3.5424383230579026e-118	Macro_LYVE1
GSN	24.05888	1.6217835	2.060871900455932e-119	1.3027958314064196e-117	Macro_LYVE1
SNX6	23.817636	1.708091	6.105190664344904e-117	3.781402467728625e-115	Macro_LYVE1
